7.12743	4.9467
7.12743	4.99787
3.56371	5.10021
7.12743	5.25373
7.12743	5.40725
3.56371	5.62473
7.12743	5.72708
7.12743	5.84222
7.12743	5.95736
39.2009	6.00853
57.0194	6.13646
67.7106	6.34115
64.1469	6.58422
64.1469	6.73774
64.1469	6.90405
64.1469	7.07036
64.1469	7.23667
74.838	7.40299
106.911	7.50533
163.931	7.5693
224.514	7.60768
267.279	7.64606
320.734	7.68443
367.063	7.76119
424.082	7.82516
481.102	7.87633
534.557	7.91471
588.013	7.97868
659.287	8.01706
709.179	8.08102
773.326	8.15778
819.654	8.20896
869.546	8.26013
926.566	8.36247
990.713	8.43923
1037.04	8.54158
1061.99	8.74627
1086.93	8.91258
1129.7	8.93817
1190.28	8.98934
1229.48	9.07889
1272.25	9.13006
1318.57	9.20682
1357.78	9.258
1418.36	9.34755
1486.07	9.39872
1539.52	9.4371
1592.98	9.47548
1592.98	9.30917
1600.11	9.02772
1607.24	8.78465
1603.67	8.47761
1607.24	6.59701
1617.93	5.03625
1664.25	5.02345
1717.71	5.06183
1753.35	5.06183
1788.98	5.07463
1835.31	5.11301
1881.64	5.13859
1956.48	5.18977
2042.01	5.22814
2116.85	5.27932
2205.94	5.3049
2266.52	5.33049
2337.8	5.36887
2416.2	5.39446
2491.04	5.42004
2562.31	5.44563
2644.28	5.47122
2736.93	5.4968
2826.03	5.52239
2907.99	5.52239
2993.52	5.54797
3086.18	5.54797
3178.83	5.56077
3346.33	5.56077
