7.11974	2.80372
7.11974	2.88191
7.11974	3.01596
7.11974	3.04947
7.11974	3.13883
7.11974	3.29521
10.6796	3.39574
24.9191	3.40691
42.7184	3.40691
53.3981	3.44043
64.0777	3.50745
67.6375	3.60798
67.6375	3.71968
67.6375	3.84255
67.6375	3.99894
67.6375	4.13298
71.1974	4.22234
85.4369	4.26702
103.236	4.28936
145.955	4.26702
174.434	4.2
220.712	4.17766
249.191	4.17766
281.23	4.17766
316.828	4.21117
352.427	4.22234
388.026	4.21117
427.184	4.22234
487.702	4.25585
526.861	4.25585
601.618	4.27819
644.337	4.28936
683.495	4.3117
733.333	4.32287
808.091	4.34521
868.608	4.37872
914.887	4.43457
971.845	4.45691
1007.44	4.47926
1050.16	4.57979
1085.76	4.70266
1124.92	4.75851
1174.76	4.75851
1203.24	4.78085
1256.63	4.80319
1310.03	4.84787
1352.75	4.90372
1402.59	4.9484
1455.99	4.97074
1512.94	4.99309
1580.58	4.98191
1619.74	4.75851
1630.42	4.47926
1630.42	4.21117
1630.42	2.25638
1637.54	0.793085
1644.66	0.0335106
3300	0
